TransactionID,OrderDate,StoreID,ProductID,CustomerID,SalesRepID,Quantity,UnitPrice,TotalAmount,DiscountAmount,NetSales
T02919,2023-07-27,S07,P053,C0070,SR21,2,90000,180000,0.0,180000.0
T02920,2023-06-16,S03,P032,C3162,SR09,1,38000,38000,3800.0,34200.0
T02921,2023-10-16,S15,P044,C3680,SR45,6,180000,1080000,54000.0,1026000.0
T02922,2023-11-01,S02,P055,C4677,SR06,5,85000,425000,0.0,425000.0
T02923,2023-03-03,S01,P005,C1797,SR02,1,200000,200000,30000.0,170000.0
T02924,2023-09-18,S04,P004,C0874,SR11,4,85000,340000,0.0,340000.0
T02925,2023-12-11,S05,P015,C4491,SR15,8,550000,4400000,0.0,4400000.0
T02926,2023-12-11,S07,P032,C2828,SR21,4,38000,152000,7600.0,144400.0
T02927,2023-11-20,S01,P001,C2782,SR01,8,250000,2000000,0.0,2000000.0
T02928,2023-10-12,S11,P048,C2940,SR33,4,38000,152000,7600.0,144400.0
T02929,2023-01-31,S06,P009,C0682,SR18,2,25000,50000,2500.0,47500.0
T02930,2023-04-17,S05,P026,C2704,SR14,4,15000,60000,6000.0,54000.0
T02931,2023-03-10,S15,P005,C1072,SR45,4,200000,800000,0.0,800000.0
T02932,2023-10-31,S11,P008,C0050,SR31,4,150000,600000,30000.0,570000.0
T02933,2023-11-20,S05,P002,C4963,SR15,4,400000,1600000,160000.0,1440000.0
T02934,2023-04-26,S01,P035,C3732,SR02,1,150000,150000,7500.0,142500.0
T02935,2023-09-21,S02,P003,C1376,SR06,4,180000,720000,36000.0,684000.0
T02936,2023-08-14,S12,P004,C0991,SR36,1,85000,85000,8500.0,76500.0
T02937,2023-12-11,S12,P010,C3652,SR35,4,5000,20000,1000.0,19000.0
T02938,2023-05-22,S01,P015,C0478,SR03,4,550000,2200000,440000.0,1760000.0
T02939,2023-09-04,S13,P006,C0303,SR37,2,120000,240000,24000.0,216000.0
T02940,2023-08-12,S03,P003,C0751,SR07,4,180000,720000,36000.0,684000.0
T02941,2023-06-26,S02,P050,C3778,SR05,1,65000,65000,3250.0,61750.0
T02942,2023-01-17,S15,P025,C0375,SR44,1,85000,85000,8500.0,76500.0
T02943,2023-02-14,S04,P007,C3682,SR11,4,120000,480000,0.0,480000.0
T02944,2023-03-06,S02,P031,C3771,SR06,6,45000,270000,27000.0,243000.0
T02945,2023-04-18,S03,P029,C0318,SR08,2,55000,110000,5500.0,104500.0
T02946,2023-05-15,S03,P002,C0150,SR08,14,400000,5600000,0.0,5600000.0
T02947,2023-04-24,S02,P019,C0245,SR05,1,280000,280000,0.0,280000.0
T02948,2023-08-30,S11,P016,C1972,SR33,1,180000,180000,9000.0,171000.0
T02949,2023-03-14,S07,P047,C0461,SR20,4,95000,380000,0.0,380000.0
T02950,2023-04-30,S02,P011,C0428,SR04,5,350000,1750000,0.0,1750000.0
T02951,2023-07-24,S06,P004,C0491,SR16,5,85000,425000,21250.0,403750.0
T02952,2023-08-28,S05,P012,C2912,SR15,1,200000,200000,10000.0,190000.0
T02953,2023-12-04,S03,P050,C4147,SR07,4,65000,260000,0.0,260000.0
T02954,2023-07-03,S09,P007,C2807,SR27,5,120000,600000,60000.0,540000.0
T02955,2023-12-11,S03,P007,C1574,SR09,2,120000,240000,12000.0,228000.0
T02956,2023-11-06,S05,P007,C1052,SR15,2,120000,240000,12000.0,228000.0
T02957,2023-11-22,S10,P003,C1839,SR28,5,180000,900000,45000.0,855000.0
T02958,2023-12-11,S05,P032,C0482,SR13,3,38000,114000,0.0,114000.0
T02959,2023-11-01,S05,P048,C2344,SR15,3,38000,114000,11400.0,102600.0
T02960,2023-12-15,S07,P005,C3293,SR19,4,200000,800000,40000.0,760000.0
T02961,2023-11-29,S05,P022,C0210,SR15,4,150000,600000,0.0,600000.0
T02962,2023-08-02,S04,P045,C0316,SR11,5,85000,425000,21250.0,403750.0
T02963,2023-10-26,S03,P006,C0247,SR09,2,120000,240000,12000.0,228000.0
T02964,2023-03-17,S12,P003,C3612,SR35,3,180000,540000,27000.0,513000.0
T02965,2023-12-13,S04,P025,C0279,SR10,9,85000,765000,38250.0,726750.0
T02966,2023-06-22,S13,P004,C1867,SR38,3,85000,255000,0.0,255000.0
T02967,2023-08-01,S03,P018,C2598,SR09,4,80000,320000,0.0,320000.0
T02968,2023-01-17,S01,P050,C3002,SR03,2,65000,130000,13000.0,117000.0
T02969,2023-04-17,S07,P005,C3689,SR19,4,200000,800000,0.0,800000.0
T02970,2023-04-06,S02,P008,C0283,SR06,13,150000,1950000,0.0,1950000.0
T02971,2023-02-03,S04,P001,C0447,SR11,1,250000,250000,0.0,250000.0
T02972,2023-10-09,S03,P009,C4404,SR09,2,25000,50000,2500.0,47500.0
T02973,2023-08-18,S10,P041,C3388,SR30,2,22000,44000,2200.0,41800.0
T02974,2023-11-12,S01,P016,C2413,SR02,5,180000,900000,45000.0,855000.0
T02975,2023-09-11,S01,P008,C2655,SR02,11,150000,1650000,82500.0,1567500.0
T02976,2023-01-09,S09,P017,C0196,SR25,5,220000,1100000,110000.0,990000.0
T02977,2023-09-11,S07,P015,C0681,SR19,1,550000,550000,55000.0,495000.0
T02978,2024-01-01,S05,P003,C2652,SR15,4,180000,720000,0.0,720000.0
T02979,2023-10-11,S02,P016,C0524,SR06,4,180000,720000,36000.0,684000.0
T02980,2023-10-04,S05,P005,C1725,SR14,3,200000,600000,0.0,600000.0
T02981,2023-09-18,S03,P025,C0031,SR07,3,85000,255000,0.0,255000.0
T02982,2023-09-19,S12,P021,C0802,SR36,3,180000,540000,0.0,540000.0
T02983,2023-11-24,S01,P009,C4880,SR01,3,25000,75000,0.0,75000.0
T02984,2023-06-19,S01,P025,C0500,SR01,2,85000,170000,8500.0,161500.0
T02985,2023-09-25,S02,P003,C0343,SR05,4,180000,720000,0.0,720000.0
T02986,2023-01-31,S02,P008,C2964,SR05,4,150000,600000,60000.0,540000.0
T02987,2023-12-04,S01,P006,C3837,SR01,3,120000,360000,0.0,360000.0
T02988,2023-10-22,S03,P044,C1182,SR08,4,180000,720000,72000.0,648000.0
T02989,2023-12-26,S01,P049,C1784,SR03,3,55000,165000,0.0,165000.0
T02990,2023-04-24,S02,P009,C1790,SR05,4,25000,100000,0.0,100000.0
T02991,2023-09-21,S03,P007,C1953,SR09,2,120000,240000,12000.0,228000.0
T02992,2023-09-04,S02,P006,C1889,SR06,6,120000,720000,0.0,720000.0
T02993,2023-07-01,S01,P004,C0645,SR03,1,85000,85000,0.0,85000.0
T02994,2023-02-16,S05,P014,C1183,SR15,2,120000,240000,36000.0,204000.0
T02995,2023-07-11,S01,P003,C0743,SR02,5,180000,900000,0.0,900000.0
T02996,2023-07-31,S01,P029,C0008,SR02,4,55000,220000,0.0,220000.0
T02997,2023-06-09,S05,P032,C4295,SR13,2,38000,76000,7600.0,68400.0
T02998,2023-10-13,S13,P007,C0152,SR38,7,120000,840000,42000.0,798000.0
T02999,2023-10-30,S02,P003,C1542,SR04,5,180000,900000,0.0,900000.0
T03000,2024-01-22,S05,P002,C2806,SR14,2,400000,800000,40000.0,760000.0
T03001,2024-08-29,S04,P013,C0213,SR12,4,280000,1120000,0.0,1120000.0
T03002,2024-07-23,S01,P046,C4656,SR03,8,150000,1200000,180000.0,1020000.0
T03003,2024-03-08,S08,P006,C4961,SR24,4,120000,480000,24000.0,456000.0
T03004,2024-02-07,S04,P012,C0422,SR11,1,200000,200000,10000.0,190000.0
T03005,2024-11-25,S01,P045,C2181,SR01,2,85000,170000,17000.0,153000.0
T03006,2024-04-27,S06,P047,C2109,SR18,2,95000,190000,0.0,190000.0
T03007,2024-09-17,S10,P027,C0310,SR30,4,25000,100000,10000.0,90000.0
T03008,2024-05-25,S03,P011,C2970,SR08,5,350000,1750000,350000.0,1400000.0
T03009,2024-01-11,S12,P005,C0172,SR36,4,200000,800000,80000.0,720000.0
T03010,2024-05-27,S03,P008,C4672,SR08,1,150000,150000,15000.0,135000.0
T03011,2024-01-04,S05,P014,C0270,SR14,5,120000,600000,60000.0,540000.0
T03012,2024-07-27,S12,P006,C3369,SR36,1,120000,120000,0.0,120000.0
T03013,2024-10-09,S11,P006,C1753,SR32,3,120000,360000,18000.0,342000.0
T03014,2024-07-25,S01,P055,C2465,SR03,5,85000,425000,0.0,425000.0
T03015,2024-12-20,S14,P005,C2584,SR41,5,200000,1000000,0.0,1000000.0
T03016,2024-10-06,S03,P008,C0267,SR09,5,150000,750000,150000.0,600000.0
T03017,2024-03-14,S07,P007,C1440,SR21,4,120000,480000,72000.0,408000.0
T03018,2024-08-14,S13,P001,C3937,SR37,5,250000,1250000,0.0,1250000.0
T03019,2024-07-18,S05,P041,C1003,SR15,1,22000,22000,0.0,22000.0
T03020,2024-05-27,S05,P010,C2277,SR15,3,5000,15000,750.0,14250.0
T03021,2024-09-23,S13,P051,C4230,SR37,12,75000,900000,0.0,900000.0
T03022,2024-07-17,S01,P002,C0050,SR02,5,400000,2000000,0.0,2000000.0
T03023,2024-04-08,S05,P046,C3135,SR14,5,150000,750000,37500.0,712500.0
T03024,2024-12-11,S04,P009,C2305,SR12,4,25000,100000,0.0,100000.0
T03025,2024-09-08,S03,P004,C0079,SR07,4,85000,340000,51000.0,289000.0
T03026,2024-03-18,S14,P001,C0413,SR41,4,250000,1000000,100000.0,900000.0
T03027,2024-06-13,S09,P045,C1455,SR27,4,85000,340000,34000.0,306000.0
T03028,2024-02-26,S12,P021,C1064,SR35,3,180000,540000,81000.0,459000.0
T03029,2024-06-18,S02,P010,C2526,SR04,3,5000,15000,0.0,15000.0
T03030,2024-06-17,S06,P004,C4618,SR18,2,85000,170000,0.0,170000.0
T03031,2024-12-30,S01,P002,C0298,SR03,5,400000,2000000,0.0,2000000.0
T03032,2024-04-25,S08,P036,C0309,SR23,1,45000,45000,0.0,45000.0
T03033,2024-10-02,S14,P014,C4002,SR41,2,120000,240000,12000.0,228000.0
T03034,2024-09-03,S05,P009,C0281,SR15,1,25000,25000,2500.0,22500.0
T03035,2024-02-28,S04,P007,C3851,SR12,4,120000,480000,24000.0,456000.0
T03036,2024-12-14,S05,P004,C2389,SR15,1,85000,85000,8500.0,76500.0
T03037,2024-03-18,S12,P049,C1996,SR34,4,55000,220000,11000.0,209000.0
T03038,2024-08-10,S07,P024,C2028,SR20,3,65000,195000,19500.0,175500.0
T03039,2024-03-06,S04,P005,C3800,SR12,5,200000,1000000,0.0,1000000.0
T03040,2024-09-09,S11,P008,C4897,SR31,2,150000,300000,0.0,300000.0
T03041,2024-06-17,S13,P032,C0356,SR39,5,38000,190000,0.0,190000.0
T03042,2024-05-07,S02,P009,C4344,SR05,2,25000,50000,2500.0,47500.0
T03043,2024-01-04,S15,P004,C3348,SR44,4,85000,340000,34000.0,306000.0
T03044,2024-10-03,S05,P010,C4803,SR14,5,5000,25000,1250.0,23750.0
T03045,2024-03-07,S01,P003,C4657,SR02,2,180000,360000,36000.0,324000.0
T03046,2024-07-03,S05,P006,C0112,SR13,2,120000,240000,0.0,240000.0
T03047,2024-12-02,S11,P034,C3721,SR33,3,180000,540000,0.0,540000.0
T03048,2024-03-04,S03,P044,C3274,SR08,5,180000,900000,90000.0,810000.0
T03049,2024-06-05,S03,P005,C1775,SR08,9,200000,1800000,0.0,1800000.0
T03050,2024-09-02,S01,P021,C4545,SR01,2,180000,360000,36000.0,324000.0
T03051,2024-10-24,S14,P024,C0019,SR40,4,65000,260000,0.0,260000.0
T03052,2024-01-24,S09,P002,C4889,SR27,5,400000,2000000,100000.0,1900000.0
T03053,2024-12-30,S05,P039,C2370,SR14,1,42000,42000,4200.0,37800.0
T03054,2024-02-17,S04,P006,C4503,SR11,2,120000,240000,0.0,240000.0
T03055,2024-03-19,S04,P008,C3820,SR11,2,150000,300000,15000.0,285000.0
T03056,2024-05-27,S05,P049,C0030,SR13,1,55000,55000,0.0,55000.0
T03057,2024-11-04,S03,P007,C0337,SR09,1,120000,120000,0.0,120000.0
T03058,2024-03-01,S15,P047,C2970,SR45,5,95000,475000,0.0,475000.0
T03059,2024-08-26,S04,P006,C2934,SR11,2,120000,240000,12000.0,228000.0
T03060,2024-07-01,S15,P034,C0408,SR44,5,180000,900000,90000.0,810000.0
T03061,2024-04-02,S10,P030,C4774,SR30,2,22000,44000,4400.0,39600.0
T03062,2024-10-02,S01,P018,C1891,SR03,2,80000,160000,8000.0,152000.0
T03063,2024-04-22,S01,P014,C4533,SR02,5,120000,600000,120000.0,480000.0
T03064,2024-03-26,S07,P044,C0487,SR19,4,180000,720000,0.0,720000.0
T03065,2024-06-29,S01,P010,C1784,SR01,9,5000,45000,9000.0,36000.0
T03066,2024-05-21,S05,P006,C2724,SR15,10,120000,1200000,240000.0,960000.0
T03067,2024-06-28,S01,P009,C3953,SR02,4,25000,100000,10000.0,90000.0
T03068,2024-12-16,S09,P006,C0211,SR25,2,120000,240000,24000.0,216000.0
T03069,2024-09-27,S01,P001,C3610,SR03,3,250000,750000,112500.0,637500.0
T03070,2024-10-09,S11,P001,C0158,SR33,8,250000,2000000,0.0,2000000.0
T03071,2024-10-21,S13,P025,C0765,SR37,4,85000,340000,0.0,340000.0
T03072,2024-09-09,S04,P008,C0027,SR11,5,150000,750000,37500.0,712500.0
T03073,2024-06-07,S01,P036,C3703,SR02,3,45000,135000,0.0,135000.0
T03074,2024-10-11,S01,P028,C1865,SR03,2,18000,36000,1800.0,34200.0
T03075,2024-03-07,S02,P031,C0481,SR06,4,45000,180000,18000.0,162000.0
T03076,2024-01-15,S01,P002,C3343,SR01,3,400000,1200000,0.0,1200000.0
T03077,2024-06-06,S03,P007,C0859,SR09,13,120000,1560000,78000.0,1482000.0
T03078,2024-05-13,S15,P005,C0028,SR45,5,200000,1000000,150000.0,850000.0
T03079,2024-07-15,S10,P046,C1961,SR29,1,150000,150000,0.0,150000.0
T03080,2024-12-03,S05,P008,C2789,SR13,9,150000,1350000,67500.0,1282500.0
T03081,2024-07-15,S14,P022,C0300,SR41,4,150000,600000,0.0,600000.0
T03082,2024-12-11,S03,P047,C2742,SR07,4,95000,380000,0.0,380000.0
T03083,2024-12-11,S02,P031,C0328,SR05,5,45000,225000,11250.0,213750.0
T03084,2024-05-16,S13,P045,C3891,SR39,3,85000,255000,0.0,255000.0
T03085,2024-11-12,S02,P026,C2499,SR05,3,15000,45000,0.0,45000.0
T03086,2024-08-26,S07,P023,C3577,SR19,4,200000,800000,0.0,800000.0
T03087,2024-08-05,S05,P031,C0037,SR14,5,45000,225000,11250.0,213750.0
T03088,2024-09-25,S03,P028,C4852,SR09,14,18000,252000,0.0,252000.0
T03089,2024-10-29,S03,P053,C3846,SR07,12,90000,1080000,0.0,1080000.0
T03090,2024-01-29,S04,P017,C4460,SR11,3,220000,660000,33000.0,627000.0
T03091,2024-05-15,S09,P007,C3662,SR27,4,120000,480000,24000.0,456000.0
T03092,2024-11-20,S02,P023,C0983,SR05,2,200000,400000,0.0,400000.0
T03093,2024-05-09,S12,P008,C2512,SR36,3,150000,450000,0.0,450000.0
T03094,2024-08-14,S04,P029,C4558,SR12,3,55000,165000,8250.0,156750.0
T03095,2024-11-08,S03,P018,C4103,SR07,1,80000,80000,0.0,80000.0
T03096,2024-06-27,S03,P025,C2442,SR07,1,85000,85000,0.0,85000.0
T03097,2024-04-11,S09,P052,C0291,SR26,2,120000,240000,24000.0,216000.0
T03098,2024-07-29,S09,P015,C3772,SR25,1,550000,550000,27500.0,522500.0
T03099,2024-01-29,S15,P006,C4250,SR44,4,120000,480000,0.0,480000.0
T03100,2024-12-27,S02,P005,C4479,SR04,2,200000,400000,20000.0,380000.0
T03101,2024-09-30,S05,P001,C1483,SR13,4,250000,1000000,50000.0,950000.0
T03102,2024-05-16,S08,P040,C2367,SR23,2,120000,240000,0.0,240000.0
T03103,2024-03-10,S02,P022,C3709,SR06,3,150000,450000,22500.0,427500.0
T03104,2024-12-28,S05,P003,C2718,SR13,2,180000,360000,18000.0,342000.0
T03105,2024-09-04,S10,P017,C1988,SR28,1,220000,220000,0.0,220000.0
T03106,2024-05-14,S05,P014,C1926,SR14,2,120000,240000,12000.0,228000.0
T03107,2024-01-12,S04,P004,C0748,SR11,4,85000,340000,34000.0,306000.0
T03108,2024-12-27,S14,P033,C3225,SR42,1,32000,32000,4800.0,27200.0
T03109,2024-12-09,S06,P003,C4262,SR16,4,180000,720000,0.0,720000.0
T03110,2024-09-27,S04,P022,C3320,SR11,1,150000,150000,7500.0,142500.0
T03111,2024-10-04,S07,P037,C2821,SR19,2,55000,110000,11000.0,99000.0
T03112,2024-02-18,S05,P002,C3226,SR13,3,400000,1200000,60000.0,1140000.0
T03113,2024-06-01,S01,P039,C1208,SR03,9,42000,378000,18900.0,359100.0
T03114,2024-08-16,S01,P023,C3596,SR03,13,200000,2600000,130000.0,2470000.0
T03115,2024-11-17,S03,P006,C1485,SR09,4,120000,480000,0.0,480000.0
T03116,2024-08-20,S05,P033,C3827,SR15,5,32000,160000,16000.0,144000.0
T03117,2024-04-10,S10,P003,C1676,SR28,3,180000,540000,27000.0,513000.0
T03118,2024-06-17,S07,P018,C4489,SR21,3,80000,240000,12000.0,228000.0
T03119,2024-09-20,S01,P009,C2551,SR01,5,25000,125000,12500.0,112500.0
T03120,2024-12-05,S10,P010,C2027,SR29,12,5000,60000,3000.0,57000.0
T03121,2024-11-15,S05,P045,C1695,SR14,6,85000,510000,25500.0,484500.0
T03122,2024-06-10,S15,P007,C0233,SR45,2,120000,240000,36000.0,204000.0
T03123,2024-11-16,S04,P038,C0076,SR12,5,38000,190000,9500.0,180500.0
T03124,2024-07-04,S01,P004,C0596,SR03,5,85000,425000,21250.0,403750.0
T03125,2024-04-10,S02,P038,C2546,SR06,2,38000,76000,0.0,76000.0
T03126,2024-07-01,S02,P017,C2994,SR05,3,220000,660000,0.0,660000.0
T03127,2024-01-31,S10,P012,C0733,SR30,6,200000,1200000,0.0,1200000.0
T03128,2024-11-18,S02,P041,C0294,SR06,1,22000,22000,0.0,22000.0
T03129,2024-12-06,S14,P029,C0404,SR40,4,55000,220000,33000.0,187000.0
T03130,2024-01-29,S03,P027,C0244,SR07,2,25000,50000,7500.0,42500.0
T03131,2024-06-26,S03,P018,C2684,SR08,5,80000,400000,0.0,400000.0
T03132,2024-09-05,S05,P027,C0754,SR13,2,25000,50000,0.0,50000.0
T03133,2024-11-22,S07,P015,C2505,SR19,1,550000,550000,27500.0,522500.0
T03134,2024-12-13,S02,P041,C1352,SR06,3,22000,66000,6600.0,59400.0
T03135,2024-02-20,S05,P052,C4988,SR13,4,120000,480000,24000.0,456000.0
T03136,2024-09-26,S07,P001,C3193,SR19,1,250000,250000,0.0,250000.0
T03137,2024-03-04,S05,P012,C0006,SR15,3,200000,600000,60000.0,540000.0
T03138,2024-09-13,S04,P026,C0312,SR10,3,15000,45000,2250.0,42750.0
T03139,2024-02-28,S13,P014,C0010,SR38,2,120000,240000,12000.0,228000.0
T03140,2024-12-30,S03,P047,C3307,SR07,4,95000,380000,19000.0,361000.0
T03141,2024-07-01,S14,P048,C2904,SR41,1,38000,38000,3800.0,34200.0
T03142,2024-12-30,S01,P003,C4406,SR01,3,180000,540000,27000.0,513000.0
T03143,2024-11-18,S04,P023,C0493,SR11,3,200000,600000,60000.0,540000.0
T03144,2024-04-22,S01,P020,C0958,SR02,2,220000,440000,22000.0,418000.0
T03145,2024-01-22,S03,P054,C2552,SR08,3,55000,165000,8250.0,156750.0
T03146,2024-12-18,S09,P052,C0011,SR26,7,120000,840000,42000.0,798000.0
T03147,2024-12-13,S05,P032,C1458,SR14,2,38000,76000,0.0,76000.0
T03148,2024-06-24,S13,P017,C2578,SR37,3,220000,660000,33000.0,627000.0
T03149,2024-07-11,S03,P035,C2060,SR07,13,150000,1950000,0.0,1950000.0
T03150,2024-07-03,S02,P048,C0431,SR04,1,38000,38000,1900.0,36100.0
T03151,2024-02-22,S04,P041,C2898,SR12,3,22000,66000,9900.0,56100.0
T03152,2024-05-03,S10,P006,C4256,SR29,11,120000,1320000,198000.0,1122000.0
T03153,2024-03-04,S05,P003,C4964,SR15,4,180000,720000,36000.0,684000.0
T03154,2024-07-31,S04,P032,C3716,SR10,3,38000,114000,11400.0,102600.0
T03155,2024-10-24,S01,P009,C2262,SR03,3,25000,75000,0.0,75000.0
T03156,2024-07-08,S13,P028,C2945,SR39,2,18000,36000,0.0,36000.0
T03157,2024-08-21,S05,P008,C2781,SR13,1,150000,150000,15000.0,135000.0
T03158,2024-05-04,S07,P005,C3201,SR20,5,200000,1000000,200000.0,800000.0
T03159,2024-11-26,S07,P006,C0329,SR19,5,120000,600000,0.0,600000.0
T03160,2024-02-26,S02,P009,C0210,SR04,1,25000,25000,1250.0,23750.0
T03161,2024-12-13,S09,P010,C0331,SR27,2,5000,10000,500.0,9500.0
T03162,2024-01-02,S07,P018,C2949,SR19,5,80000,400000,0.0,400000.0
T03163,2024-02-02,S05,P003,C2997,SR15,4,180000,720000,36000.0,684000.0
T03164,2024-07-30,S10,P007,C1346,SR29,3,120000,360000,36000.0,324000.0
T03165,2024-01-05,S05,P030,C1313,SR14,3,22000,66000,0.0,66000.0
T03166,2024-08-12,S09,P003,C3899,SR26,3,180000,540000,27000.0,513000.0
T03167,2024-12-16,S09,P031,C4056,SR26,2,45000,90000,4500.0,85500.0
T03168,2024-06-17,S07,P027,C3631,SR21,3,25000,75000,0.0,75000.0
T03169,2024-06-10,S01,P005,C3874,SR02,5,200000,1000000,50000.0,950000.0
T03170,2024-02-17,S03,P005,C0032,SR08,2,200000,400000,20000.0,380000.0
T03171,2024-03-19,S06,P012,C0487,SR18,5,200000,1000000,100000.0,900000.0
T03172,2024-10-28,S03,P012,C0232,SR08,1,200000,200000,30000.0,170000.0
T03173,2024-10-02,S02,P011,C1103,SR04,2,350000,700000,35000.0,665000.0
T03174,2024-11-26,S01,P030,C0008,SR02,1,22000,22000,0.0,22000.0
T03175,2024-09-05,S08,P009,C1520,SR23,1,25000,25000,0.0,25000.0
T03176,2024-06-03,S08,P039,C0001,SR24,2,42000,84000,0.0,84000.0
T03177,2024-06-17,S03,P025,C3987,SR08,11,85000,935000,46750.0,888250.0
T03178,2024-07-23,S07,P051,C1147,SR21,13,75000,975000,48750.0,926250.0
T03179,2024-01-02,S01,P008,C2341,SR02,2,150000,300000,45000.0,255000.0
T03180,2024-09-02,S07,P013,C1843,SR20,10,280000,2800000,0.0,2800000.0
T03181,2024-04-24,S01,P007,C0814,SR01,4,120000,480000,0.0,480000.0
T03182,2024-05-09,S02,P007,C0031,SR04,5,120000,600000,30000.0,570000.0
T03183,2024-02-21,S12,P010,C2044,SR34,5,5000,25000,0.0,25000.0
T03184,2024-06-26,S07,P008,C0352,SR21,3,150000,450000,22500.0,427500.0
T03185,2024-06-11,S12,P004,C2719,SR36,3,85000,255000,51000.0,204000.0
T03186,2024-04-05,S08,P048,C2651,SR24,4,38000,152000,7600.0,144400.0
T03187,2024-04-05,S12,P017,C0318,SR36,3,220000,660000,0.0,660000.0
T03188,2024-02-19,S01,P043,C0295,SR01,5,120000,600000,30000.0,570000.0
T03189,2024-09-09,S03,P012,C0886,SR07,3,200000,600000,30000.0,570000.0
T03190,2024-05-31,S05,P010,C4979,SR14,3,5000,15000,1500.0,13500.0
T03191,2024-12-26,S02,P030,C0013,SR06,1,22000,22000,2200.0,19800.0
T03192,2024-09-14,S01,P033,C0431,SR01,3,32000,96000,0.0,96000.0
T03193,2024-02-09,S01,P053,C4957,SR01,7,90000,630000,31500.0,598500.0
T03194,2024-05-27,S03,P042,C1431,SR07,4,35000,140000,0.0,140000.0
T03195,2024-01-23,S03,P028,C0480,SR07,2,18000,36000,3600.0,32400.0
T03196,2024-08-05,S04,P044,C4258,SR11,2,180000,360000,18000.0,342000.0
T03197,2024-07-01,S03,P007,C3179,SR07,4,120000,480000,0.0,480000.0
T03198,2024-08-05,S01,P004,C3252,SR01,1,85000,85000,0.0,85000.0
T03199,2024-02-27,S01,P051,C0307,SR02,4,75000,300000,15000.0,285000.0
T03200,2024-10-23,S01,P037,C1166,SR02,2,55000,110000,0.0,110000.0
T03201,2024-07-15,S04,P022,C2154,SR12,2,150000,300000,0.0,300000.0
T03202,2024-10-21,S10,P035,C0168,SR30,3,150000,450000,0.0,450000.0
T03203,2024-10-25,S08,P051,C2877,SR22,4,75000,300000,30000.0,270000.0
T03204,2024-10-24,S03,P039,C0150,SR07,2,42000,84000,0.0,84000.0
T03205,2024-07-22,S04,P033,C3763,SR12,3,32000,96000,9600.0,86400.0
T03206,2024-03-14,S08,P006,C3567,SR23,1,120000,120000,0.0,120000.0
T03207,2024-09-16,S03,P020,C4545,SR07,4,220000,880000,88000.0,792000.0
T03208,2024-04-24,S15,P029,C1580,SR43,4,55000,220000,22000.0,198000.0
T03209,2024-06-03,S02,P049,C0203,SR06,5,55000,275000,27500.0,247500.0
T03210,2024-05-14,S02,P001,C0352,SR05,1,250000,250000,25000.0,225000.0
T03211,2024-05-20,S02,P018,C2765,SR06,5,80000,400000,40000.0,360000.0
T03212,2024-04-24,S12,P045,C3254,SR36,1,85000,85000,4250.0,80750.0
T03213,2024-10-03,S03,P010,C3955,SR09,4,5000,20000,0.0,20000.0
T03214,2024-02-19,S09,P023,C4064,SR27,1,200000,200000,40000.0,160000.0
T03215,2024-07-04,S13,P004,C1932,SR39,5,85000,425000,0.0,425000.0
T03216,2024-02-07,S04,P050,C4724,SR10,4,65000,260000,0.0,260000.0
T03217,2024-05-13,S03,P052,C2517,SR09,3,120000,360000,36000.0,324000.0
T03218,2024-06-20,S05,P025,C0461,SR14,4,85000,340000,34000.0,306000.0
T03219,2024-05-13,S03,P021,C2220,SR07,3,180000,540000,27000.0,513000.0
T03220,2024-04-03,S04,P032,C1733,SR12,1,38000,38000,3800.0,34200.0
T03221,2024-11-19,S07,P038,C0815,SR21,5,38000,190000,9500.0,180500.0
T03222,2024-01-11,S09,P037,C0418,SR25,2,55000,110000,5500.0,104500.0
T03223,2024-11-28,S01,P042,C4393,SR02,5,35000,175000,0.0,175000.0
T03224,2024-01-26,S12,P018,C4028,SR34,2,80000,160000,8000.0,152000.0
T03225,2024-12-09,S05,P044,C1323,SR14,1,180000,180000,0.0,180000.0
T03226,2024-08-26,S03,P036,C3550,SR07,5,45000,225000,0.0,225000.0
T03227,2024-11-03,S03,P043,C2641,SR07,3,120000,360000,54000.0,306000.0
T03228,2024-12-23,S07,P040,C3187,SR21,3,120000,360000,36000.0,324000.0
T03229,2024-03-02,S03,P037,C4560,SR07,5,55000,275000,41250.0,233750.0
T03230,2024-05-24,S09,P019,C0187,SR27,1,280000,280000,14000.0,266000.0
T03231,2024-08-27,S09,P015,C0326,SR27,2,550000,1100000,0.0,1100000.0
T03232,2024-03-07,S09,P012,C0097,SR26,4,200000,800000,120000.0,680000.0
T03233,2024-08-19,S03,P054,C4581,SR09,3,55000,165000,8250.0,156750.0
T03234,2024-10-01,S02,P017,C0045,SR05,1,220000,220000,0.0,220000.0
T03235,2024-01-19,S11,P008,C1535,SR33,3,150000,450000,22500.0,427500.0
T03236,2024-03-18,S04,P004,C0458,SR12,5,85000,425000,21250.0,403750.0
T03237,2024-05-02,S07,P022,C0016,SR19,5,150000,750000,37500.0,712500.0
T03238,2024-06-13,S06,P003,C0193,SR18,4,180000,720000,0.0,720000.0
T03239,2024-06-18,S02,P001,C2813,SR06,3,250000,750000,75000.0,675000.0
T03240,2024-05-09,S04,P010,C4425,SR10,4,5000,20000,1000.0,19000.0
T03241,2024-04-10,S03,P006,C0371,SR08,2,120000,240000,24000.0,216000.0
T03242,2024-04-23,S01,P032,C2253,SR03,1,38000,38000,3800.0,34200.0
T03243,2024-05-21,S07,P006,C4133,SR20,1,120000,120000,0.0,120000.0
